polar bear gene ID	BK_SAMN01057691	BK_SRR7813602	BB_SRR7758718	BB_SAMN02256313	BB_SAMN02256315	BB_SAMN02256316	BB_SAMN02256317	BB_SAMN02256318	BB_SAMN02256319	BB_SAMN02256320	BB_SAMN02256321	BB_SAMN02256322	PB_SAMN02261811	PB_SAMN02261819	PB_SAMN02261821	PB_SAMN02261826	PB_SAMN02261840	PB_SAMN02261845	PB_SAMN02261851	PB_SAMN02261853	PB_SAMN02261854	PB_SAMN02261856	PB_SAMN02261858	PB_SAMN02261865	PB_SAMN02261868	PB_SAMN02261870	PB_SAMN02261871	PB_SAMN02261878	PB_SAMN02261880
Uma_R010373	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1
Uma_R010374	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010375	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010376	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010377	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010378	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010379	3	3	2	2	2	2	2	3	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R010380	3	2	2	2	2	2	2	3	3	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010381	2	2	3	2	1	2	2	2	1	2	2	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1
Uma_R010382	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R010383	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010384	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R010385	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010386	3	2	3	2	2	2	2	3	3	2	3	2	2	3	2	2	2	2	3	2	2	2	2	3	2	3	2	2	2
Uma_R010387	3	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R010388	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010389	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010390	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010391	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010392	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010393	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010394	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010395	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010396	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010397	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010398	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010399	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010400	0	0	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1
Uma_R010401	2	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010402	1	1	1	2	3	1	3	1	1	3	3	1	2	3	3	2	1	2	2	1	1	1	2	3	1	1	1	2	2
Uma_R010403	1	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	3	2	1	1	1	2	2	1	1	1	2	2
Uma_R010404	1	1	1	3	2	2	4	2	2	4	2	1	3	2	3	3	2	3	3	2	1	3	3	4	2	2	1	3	3
Uma_R010405	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010406	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	1	2	2	1	2	1	2	2	1	1	1	2	2
Uma_R010407	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	2	2	2	1	1	1	2	2
Uma_R010408	1	1	1	2	3	1	3	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010409	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010410	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010411	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010412	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010413	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010414	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2
Uma_R010415	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010416	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010417	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010418	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010419	1	1	1	3	3	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010420	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010421	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010422	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010423	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010424	2	1	1	3	3	1	3	1	1	3	3	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010425	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010426	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010427	1	1	1	2	2	1	3	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010428	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010429	1	1	1	1	2	1	2	1	1	3	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	3	2
Uma_R010430	1	1	1	2	2	1	2	1	1	2	2	2	2	2	3	2	1	3	2	1	1	1	2	2	1	1	1	2	2
Uma_R010431	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010432	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010433	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010434	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010435	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010436	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010437	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010438	2	1	1	2	3	1	2	1	1	2	3	1	2	3	3	2	1	2	2	1	0	1	2	2	1	1	1	2	2
Uma_R010439	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010440	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010441	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010442	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010443	1	1	1	2	2	1	2	1	1	2	3	1	2	2	2	2	1	2	3	1	1	1	2	3	1	1	1	2	2
Uma_R010444	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010445	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010446	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010447	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010448	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010449	1	1	1	2	2	1	2	1	1	2	3	1	3	2	2	2	1	2	3	1	1	1	2	2	1	1	1	2	2
Uma_R010450	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010451	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010452	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010453	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010454	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010455	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010456	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010457	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010458	2	1	1	2	2	1	2	1	1	2	2	1	3	3	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010459	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010460	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010461	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uma_R010463	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010464	2	1	1	2	2	1	2	1	1	2	3	2	2	2	2	2	1	2	3	1	1	1	2	2	1	1	1	2	2
Uma_R010465	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010466	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010467	2	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010468	1	1	1	2	2	1	2	1	1	2	3	2	2	2	2	2	1	2	2	1	1	1	2	3	1	1	1	3	2
Uma_R010469	0	1	1	2	1	1	2	1	1	1	2	1	2	2	3	3	1	3	2	1	1	1	2	3	1	2	1	1	2
Uma_R010470	2	3	2	4	3	3	4	3	3	3	4	3	4	4	5	4	3	4	5	3	3	3	5	6	3	3	3	4	4
Uma_R010471	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010472	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	3	1	3	2	1	1	1	2	2	1	1	1	2	2
Uma_R010473	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010474	2	1	1	3	2	1	3	1	1	2	2	1	3	2	3	3	1	2	2	2	1	1	2	2	1	1	1	2	2
Uma_R010475	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	2
Uma_R010476	1	1	1	2	2	1	3	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	3	1	2	1	2	2
Uma_R010477	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010478	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010479	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010480	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010481	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010482	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010483	1	2	2	2	3	1	2	1	1	3	3	1	2	2	2	2	1	2	3	1	2	1	3	2	1	1	1	3	3
Uma_R010484	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010485	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010486	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010487	1	1	1	2	2	1	2	1	1	2	2	1	2	2	4	3	1	2	2	1	1	1	1	2	1	1	1	3	2
Uma_R010488	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010489	1	1	1	2	2	1	2	1	1	2	2	1	2	3	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010490	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	3	1	2	2	1	1	1	2	2	1	1	1	3	2
Uma_R010491	1	1	1	2	2	2	2	2	2	3	3	1	2	2	3	3	1	3	3	1	1	1	2	3	1	1	2	3	3
Uma_R010492	1	1	1	2	2	1	3	2	1	2	3	1	3	3	3	3	1	2	3	1	1	1	2	3	1	1	1	2	2
Uma_R010493	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010494	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010495	1	1	1	2	2	1	2	1	1	2	3	1	2	2	2	2	1	3	2	1	1	1	3	2	1	1	1	3	2
Uma_R010496	8	5	3	5	4	4	4	5	4	5	5	5	5	5	5	4	4	4	5	4	5	4	4	4	4	4	3	4	4
Uma_R010497	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010498	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010499	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010500	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010501	1	1	1	3	2	1	3	1	1	2	3	1	2	3	3	3	1	3	3	1	1	2	1	2	2	1	1	2	2
Uma_R010502	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010503	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010504	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010505	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	2	1	2	3	1	1	2	2	2
Uma_R010506	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	2	1
Uma_R010507	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010508	1	1	0	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010509	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010510	2	1	1	3	2	2	3	3	3	2	3	3	3	2	3	2	3	3	2	3	2	2	2	2	2	2	2	2	2
Uma_R010511	4	5	1	2	2	1	2	1	1	2	2	2	3	2	3	3	1	3	2	1	1	1	2	2	1	1	1	2	2
Uma_R010512	0	1	1	2	2	1	1	1	1	2	2	0	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2
Uma_R010513	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010514	1	1	1	2	2	1	2	1	1	2	3	1	2	2	2	2	1	2	2	1	1	1	3	2	1	1	1	2	2
Uma_R010515	1	1	1	2	2	1	3	2	2	2	3	1	3	2	3	3	1	2	2	2	1	1	2	3	1	1	1	2	2
Uma_R010516	1	1	1	3	2	1	2	2	1	2	3	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010517	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	3	2	1	1	1	2	2	1	1	1	3	2
Uma_R010518	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R010519	1	1	1	2	2	2	2	1	1	2	2	1	3	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010520	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010521	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010522	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010523	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010524	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010525	0	1	1	1	1	1	1	0	1	1	2	1	2	1	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2
Uma_R010526	1	1	1	3	2	1	2	1	1	1	2	1	2	3	2	2	1	3	2	1	1	1	2	2	1	1	1	2	2
Uma_R010527	0	1	2	2	1	1	1	1	0	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010528	1	1	1	2	2	1	2	1	2	2	2	1	2	3	2	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010529	1	2	1	2	1	1	2	1	1	2	2	1	2	3	2	2	1	2	2	1	1	1	2	3	1	1	1	2	2
Uma_R010530	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010531	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1
Uma_R010532	1	1	1	2	2	1	2	1	1	1	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010533	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2
Uma_R010534	1	1	1	2	2	1	2	2	1	2	2	1	2	2	3	2	1	2	2	2	1	1	2	2	1	1	1	2	2
Uma_R010535	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010536	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010537	2	1	1	2	2	1	3	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	3	1	1	1	2	2
Uma_R010538	1	1	1	2	2	1	3	1	1	2	2	1	2	1	2	2	1	3	2	1	1	1	2	2	1	1	1	3	2
Uma_R010539	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010540	2	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010541	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010542	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010543	0	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010544	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010545	0	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
Uma_R010546	0	0	1	1	1	0	1	0	0	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R010547	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010548	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	3
Uma_R010549	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010550	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010551	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R010552	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2
Uma_R010553	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2
Uma_R010554	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R010555	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Uma_R010557	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Uma_R010558	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2
Uma_R010559	1	2	2	2	2	1	2	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010560	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Uma_R010561	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	3	2	2	1	2	2	3	2	2
Uma_R010562	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2
Uma_R010563	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R010564	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	2
Uma_R010565	1	2	2	1	2	1	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2
Uma_R010566	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2
Uma_R010567	1	2	3	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R010568	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1
Uma_R010569	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2
Uma_R010570	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2
Uma_R010571	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
Uma_R010572	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2
Uma_R010573	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R010574	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2
Uma_R010575	0	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Uma_R010576	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Uma_R010577	1	2	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	2	2	2
Uma_R010578	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R010579	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	2
Uma_R010580	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
